COD_CONTA,DSC_ESTADO_CIVIL,DSC_SUITABILITY
5440,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5441,SOLTEIRO(A),MODERADO
5442,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5443,DIVORCIADO(A),MODERADO
5444,UNIÃO ESTÁVEL,AGRESSIVO
5445,SOLTEIRO(A),AGRESSIVO
5446,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5447,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5448,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5449,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5450,DIVORCIADO(A),AGRESSIVO
5451,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5452,UNIÃO ESTÁVEL,AGRESSIVO
5453,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5454,SOLTEIRO(A),AGRESSIVO
5455,DESQUITADO(A),MODERADO
5456,DIVORCIADO(A),AGRESSIVO
5457,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5458,SOLTEIRO(A),AGRESSIVO
5459,SOLTEIRO(A),AGRESSIVO
5460,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5461,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5462,VIUVO(A),AGRESSIVO
5463,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5464,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5465,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5466,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5467,SOLTEIRO(A),AGRESSIVO
5468,SOLTEIRO(A),AGRESSIVO
5469,DIVORCIADO(A),AGRESSIVO
5470,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5471,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5472,VIUVO(A),AGRESSIVO
5473,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5474,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5475,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5476,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5477,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5478,SOLTEIRO(A),AGRESSIVO
5479,SOLTEIRO(A),AGRESSIVO
5480,DIVORCIADO(A),AGRESSIVO
5481,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5482,DESQUITADO(A),AGRESSIVO
5483,SOLTEIRO(A),MODERADO
5484,SOLTEIRO(A),MODERADO
5485,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5486,DIVORCIADO(A),AGRESSIVO
5487,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5488,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5489,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5490,SOLTEIRO(A),AGRESSIVO
5491,SOLTEIRO(A),AGRESSIVO
5492,DIVORCIADO(A),NÃO INFORMADO
5493,SOLTEIRO(A),MODERADO
5494,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5495,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5496,UNIÃO ESTÁVEL,MODERADO
5497,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5498,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5499,SOLTEIRO(A),AGRESSIVO
5500,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5501,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5502,DIVORCIADO(A),AGRESSIVO
5503,SOLTEIRO(A),AGRESSIVO
5504,UNIÃO ESTÁVEL,MODERADO
5505,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5506,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5507,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5508,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5509,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5510,SOLTEIRO(A),MODERADO
5511,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5512,SOLTEIRO(A),AGRESSIVO
5513,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5514,UNIÃO ESTÁVEL,AGRESSIVO
5515,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5516,DIVORCIADO(A),CONSERVADOR
5517,UNIÃO ESTÁVEL,AGRESSIVO
5518,DIVORCIADO(A),AGRESSIVO
5519,SOLTEIRO(A),CONSERVADOR
5520,SOLTEIRO(A),AGRESSIVO
5521,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
5522,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5523,UNIÃO ESTÁVEL,AGRESSIVO
5524,SOLTEIRO(A),AGRESSIVO
5525,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5526,DIVORCIADO(A),AGRESSIVO
5527,SOLTEIRO(A),MODERADO
5528,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5529,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5530,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5531,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5532,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5533,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5534,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5535,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5536,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5537,CASADO(A) COM BRASILEIRO(A)  NATO(A),CONSERVADOR
5538,UNIÃO ESTÁVEL,MODERADO
5539,UNIÃO ESTÁVEL,AGRESSIVO
5540,SOLTEIRO(A),AGRESSIVO
5541,SOLTEIRO(A),MODERADO
5542,SOLTEIRO(A),AGRESSIVO
5543,DIVORCIADO(A),AGRESSIVO
5544,DIVORCIADO(A),MODERADO
5545,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5546,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5547,UNIÃO ESTÁVEL,AGRESSIVO
5548,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5549,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5550,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5551,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5552,SOLTEIRO(A),AGRESSIVO
5553,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5554,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5555,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5556,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5557,DIVORCIADO(A),AGRESSIVO
5558,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5559,DIVORCIADO(A),AGRESSIVO
5560,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5561,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5562,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5563,SOLTEIRO(A),AGRESSIVO
5564,DIVORCIADO(A),AGRESSIVO
5565,SOLTEIRO(A),AGRESSIVO
5566,CASADO(A) COM ESTRANGEIRO(A),MODERADO
5567,SOLTEIRO(A),AGRESSIVO
5568,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5569,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5570,UNIÃO ESTÁVEL,MODERADO
5571,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5572,DIVORCIADO(A),MODERADO
5573,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5574,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5575,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5576,DIVORCIADO(A),MODERADO
5577,DIVORCIADO(A),CONSERVADOR
5578,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5579,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5580,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5581,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5582,SOLTEIRO(A),AGRESSIVO
5583,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5584,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5585,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5586,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5587,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5588,DIVORCIADO(A),AGRESSIVO
5589,DIVORCIADO(A),MODERADO
5590,SOLTEIRO(A),AGRESSIVO
5591,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5592,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5593,SOLTEIRO(A),AGRESSIVO
5594,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5595,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5596,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5597,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5598,UNIÃO ESTÁVEL,AGRESSIVO
5599,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5600,SOLTEIRO(A),AGRESSIVO
5601,SOLTEIRO(A),MODERADO
5602,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5603,SOLTEIRO(A),CONSERVADOR
5604,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5605,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5606,UNIÃO ESTÁVEL,AGRESSIVO
5607,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5608,SOLTEIRO(A),AGRESSIVO
5609,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5610,SOLTEIRO(A),AGRESSIVO
5611,UNIÃO ESTÁVEL,AGRESSIVO
5612,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5613,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5614,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5615,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5616,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5617,CASADO(A) COM ESTRANGEIRO(A),MODERADO
5618,SOLTEIRO(A),AGRESSIVO
5619,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5620,UNIÃO ESTÁVEL,AGRESSIVO
5621,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5622,SOLTEIRO(A),MODERADO
5623,DIVORCIADO(A),MODERADO
5624,SOLTEIRO(A),AGRESSIVO
5625,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5626,SOLTEIRO(A),AGRESSIVO
5627,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5628,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5629,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5630,DIVORCIADO(A),AGRESSIVO
5631,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5632,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5633,DIVORCIADO(A),MODERADO
5634,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5635,SOLTEIRO(A),MODERADO
5636,UNIÃO ESTÁVEL,MODERADO
5637,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5638,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5639,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5640,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5641,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5642,SOLTEIRO(A),AGRESSIVO
5643,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5644,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5645,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5646,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5647,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5648,SOLTEIRO(A),AGRESSIVO
5649,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5650,SOLTEIRO(A),AGRESSIVO
5651,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5652,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5653,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5654,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5655,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5656,UNIÃO ESTÁVEL,AGRESSIVO
5657,SOLTEIRO(A),AGRESSIVO
5658,UNIÃO ESTÁVEL,AGRESSIVO
5659,SOLTEIRO(A),AGRESSIVO
5660,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5661,SOLTEIRO(A),AGRESSIVO
5662,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5663,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5664,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5665,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5666,SOLTEIRO(A),AGRESSIVO
5667,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5668,SOLTEIRO(A),MODERADO
5669,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
5670,SOLTEIRO(A),AGRESSIVO
5671,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5672,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5673,SOLTEIRO(A),MODERADO
5674,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5675,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5676,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5677,SOLTEIRO(A),AGRESSIVO
5678,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5679,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5680,DIVORCIADO(A),AGRESSIVO
5681,SOLTEIRO(A),MODERADO
5682,DIVORCIADO(A),AGRESSIVO
5683,DIVORCIADO(A),AGRESSIVO
5684,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5685,SOLTEIRO(A),AGRESSIVO
5686,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5687,SOLTEIRO(A),AGRESSIVO
5688,DIVORCIADO(A),AGRESSIVO
5689,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5690,SOLTEIRO(A),AGRESSIVO
5691,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5692,DIVORCIADO(A),AGRESSIVO
5693,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5694,SOLTEIRO(A),MODERADO
5695,SOLTEIRO(A),AGRESSIVO
5696,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5697,SOLTEIRO(A),AGRESSIVO
5698,SOLTEIRO(A),AGRESSIVO
5699,DESQUITADO(A),AGRESSIVO
5700,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5701,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5702,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5703,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
5704,SOLTEIRO(A),AGRESSIVO
5705,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5706,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5707,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5708,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5709,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5710,DIVORCIADO(A),AGRESSIVO
5711,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5712,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5713,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5714,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5715,DIVORCIADO(A),MODERADO
5716,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5717,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5718,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5719,UNIÃO ESTÁVEL,AGRESSIVO
5720,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5721,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5722,DIVORCIADO(A),CONSERVADOR
5723,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5724,DIVORCIADO(A),AGRESSIVO
5725,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5726,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5727,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5728,DIVORCIADO(A),MODERADO
5729,SOLTEIRO(A),AGRESSIVO
5730,DIVORCIADO(A),AGRESSIVO
5731,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5732,DIVORCIADO(A),AGRESSIVO
5733,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5734,VIUVO(A),AGRESSIVO
5735,DIVORCIADO(A),AGRESSIVO
5736,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5737,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5738,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5739,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5740,SOLTEIRO(A),AGRESSIVO
5741,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5742,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5743,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5744,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5745,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5746,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5747,SOLTEIRO(A),CONSERVADOR
5748,DIVORCIADO(A),MODERADO
5749,SOLTEIRO(A),AGRESSIVO
5750,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5751,DIVORCIADO(A),AGRESSIVO
5752,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5753,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5754,DIVORCIADO(A),AGRESSIVO
5755,CASADO(A) COM BRASILEIRO(A)  NATO(A),CONSERVADOR
5756,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5757,SOLTEIRO(A),AGRESSIVO
5758,SOLTEIRO(A),MODERADO
5759,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5760,SOLTEIRO(A),AGRESSIVO
5761,SOLTEIRO(A),AGRESSIVO
5762,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5763,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5764,SOLTEIRO(A),MODERADO
5765,SOLTEIRO(A),MODERADO
5766,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5767,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5768,SOLTEIRO(A),MODERADO
5769,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5770,UNIÃO ESTÁVEL,AGRESSIVO
5771,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5772,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5773,SOLTEIRO(A),MODERADO
5774,CASADO(A) COM BRASILEIRO(A)  NATO(A),CONSERVADOR
5775,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5776,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5777,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5778,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5779,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5780,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5781,SOLTEIRO(A),AGRESSIVO
5782,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5783,VIUVO(A),AGRESSIVO
5784,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5785,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5786,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5787,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5788,DIVORCIADO(A),AGRESSIVO
5789,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5790,SOLTEIRO(A),AGRESSIVO
5791,DIVORCIADO(A),AGRESSIVO
5792,VIUVO(A),AGRESSIVO
5793,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5794,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5795,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5796,SOLTEIRO(A),CONSERVADOR
5797,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5798,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5799,SOLTEIRO(A),AGRESSIVO
5800,DIVORCIADO(A),MODERADO
5801,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5802,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5803,DIVORCIADO(A),AGRESSIVO
5804,DIVORCIADO(A),MODERADO
5805,DIVORCIADO(A),AGRESSIVO
5806,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5807,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5808,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5809,SOLTEIRO(A),AGRESSIVO
5810,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5811,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5812,UNIÃO ESTÁVEL,AGRESSIVO
5813,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5814,DIVORCIADO(A),AGRESSIVO
5815,SOLTEIRO(A),MODERADO
5816,SOLTEIRO(A),MODERADO
5817,SOLTEIRO(A),MODERADO
5818,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5819,DIVORCIADO(A),MODERADO
5820,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5821,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5822,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5823,SOLTEIRO(A),AGRESSIVO
5824,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5825,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5826,UNIÃO ESTÁVEL,MODERADO
5827,SOLTEIRO(A),MODERADO
5828,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5829,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5830,CASADO(A) COM BRASILEIRO(A)  NATO(A),NÃO INFORMADO
5831,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5832,SOLTEIRO(A),AGRESSIVO
5833,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5834,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5835,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5836,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5837,SOLTEIRO(A),MODERADO
5838,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5839,DIVORCIADO(A),MODERADO
5840,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5841,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5842,UNIÃO ESTÁVEL,AGRESSIVO
5843,SOLTEIRO(A),AGRESSIVO
5844,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5845,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5846,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5847,VIUVO(A),CONSERVADOR
5848,SOLTEIRO(A),AGRESSIVO
5849,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5850,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5851,SOLTEIRO(A),AGRESSIVO
5852,SOLTEIRO(A),AGRESSIVO
5853,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5854,DIVORCIADO(A),AGRESSIVO
5855,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5856,SOLTEIRO(A),AGRESSIVO
5857,SEPARADO,MODERADO
5858,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5859,SOLTEIRO(A),MODERADO
5860,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5861,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5862,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5863,UNIÃO ESTÁVEL,MODERADO
5864,DIVORCIADO(A),AGRESSIVO
5865,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5866,SOLTEIRO(A),AGRESSIVO
5867,SOLTEIRO(A),CONSERVADOR
5868,UNIÃO ESTÁVEL,AGRESSIVO
5869,SOLTEIRO(A),AGRESSIVO
5870,SOLTEIRO(A),MODERADO
5871,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5872,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5873,SOLTEIRO(A),AGRESSIVO
5874,SOLTEIRO(A),MODERADO
5875,SOLTEIRO(A),AGRESSIVO
5876,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5877,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
5878,VIUVO(A),AGRESSIVO
5879,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
5880,DIVORCIADO(A),MODERADO
5881,SOLTEIRO(A),AGRESSIVO
