COD_CONTA,DSC_ESTADO_CIVIL,DSC_SUITABILITY
454,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
455,SOLTEIRO(A),MODERADO
456,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
457,SOLTEIRO(A),MODERADO
458,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
459,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
460,SOLTEIRO(A),AGRESSIVO
461,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
462,SOLTEIRO(A),AGRESSIVO
463,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
464,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
465,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
466,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
467,SOLTEIRO(A),AGRESSIVO
468,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
469,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
470,SOLTEIRO(A),AGRESSIVO
471,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
472,UNIÃO ESTÁVEL,MODERADO
473,SOLTEIRO(A),MODERADO
474,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
475,DIVORCIADO(A),AGRESSIVO
476,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
477,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
478,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
479,SOLTEIRO(A),AGRESSIVO
480,DIVORCIADO(A),AGRESSIVO
481,VIUVO(A),CONSERVADOR
482,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
483,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
484,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
485,VIUVO(A),AGRESSIVO
486,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
487,SOLTEIRO(A),AGRESSIVO
488,UNIÃO ESTÁVEL,AGRESSIVO
489,UNIÃO ESTÁVEL,AGRESSIVO
490,SOLTEIRO(A),AGRESSIVO
491,SOLTEIRO(A),AGRESSIVO
492,SOLTEIRO(A),MODERADO
493,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
494,DIVORCIADO(A),AGRESSIVO
495,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
496,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
497,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
498,SOLTEIRO(A),AGRESSIVO
499,SOLTEIRO(A),AGRESSIVO
500,SOLTEIRO(A),AGRESSIVO
501,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
502,SOLTEIRO(A),MODERADO
503,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
504,SOLTEIRO(A),AGRESSIVO
505,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
506,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
507,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
508,DIVORCIADO(A),AGRESSIVO
509,UNIÃO ESTÁVEL,AGRESSIVO
510,SOLTEIRO(A),AGRESSIVO
511,SOLTEIRO(A),MODERADO
512,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
513,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
514,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
515,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
516,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
517,SOLTEIRO(A),AGRESSIVO
518,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
519,VIUVO(A),MODERADO
520,SOLTEIRO(A),AGRESSIVO
521,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
522,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
523,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
524,SOLTEIRO(A),AGRESSIVO
525,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
526,DIVORCIADO(A),AGRESSIVO
527,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
528,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
529,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
530,SOLTEIRO(A),AGRESSIVO
531,SOLTEIRO(A),MODERADO
532,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
533,UNIÃO ESTÁVEL,MODERADO
534,SOLTEIRO(A),MODERADO
535,CASADO(A) COM BRASILEIRO(A)  NATO(A),NÃO INFORMADO
536,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
537,SOLTEIRO(A),MODERADO
538,SOLTEIRO(A),AGRESSIVO
539,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
540,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
541,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
542,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
543,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
544,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
545,SOLTEIRO(A),AGRESSIVO
546,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
547,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
548,SOLTEIRO(A),AGRESSIVO
549,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
550,SOLTEIRO(A),MODERADO
551,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
552,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
553,SOLTEIRO(A),MODERADO
554,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
555,SOLTEIRO(A),AGRESSIVO
556,UNIÃO ESTÁVEL,AGRESSIVO
557,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
558,SOLTEIRO(A),AGRESSIVO
559,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
560,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
561,SOLTEIRO(A),AGRESSIVO
562,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
563,SOLTEIRO(A),AGRESSIVO
564,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
565,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
566,SOLTEIRO(A),AGRESSIVO
567,SOLTEIRO(A),AGRESSIVO
568,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
569,UNIÃO ESTÁVEL,AGRESSIVO
570,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
571,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
572,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
573,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
574,SOLTEIRO(A),MODERADO
575,UNIÃO ESTÁVEL,AGRESSIVO
576,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
577,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
578,DIVORCIADO(A),AGRESSIVO
579,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
580,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
581,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
582,SOLTEIRO(A),AGRESSIVO
583,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
584,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
585,SOLTEIRO(A),AGRESSIVO
586,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
587,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
588,SOLTEIRO(A),AGRESSIVO
589,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
590,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
591,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
592,SOLTEIRO(A),MODERADO
593,SOLTEIRO(A),AGRESSIVO
594,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
595,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
596,SOLTEIRO(A),AGRESSIVO
597,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
598,UNIÃO ESTÁVEL,AGRESSIVO
599,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
600,SOLTEIRO(A),AGRESSIVO
601,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
602,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
603,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
604,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
605,DIVORCIADO(A),AGRESSIVO
606,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
607,SOLTEIRO(A),AGRESSIVO
608,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
609,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
610,SOLTEIRO(A),AGRESSIVO
611,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
612,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
613,DIVORCIADO(A),AGRESSIVO
614,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
615,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
616,SOLTEIRO(A),AGRESSIVO
617,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
618,SOLTEIRO(A),AGRESSIVO
619,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
620,SOLTEIRO(A),AGRESSIVO
621,SOLTEIRO(A),MODERADO
622,DIVORCIADO(A),MODERADO
623,SOLTEIRO(A),AGRESSIVO
624,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
625,SOLTEIRO(A),AGRESSIVO
626,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
627,SOLTEIRO(A),MODERADO
628,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
629,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
630,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
631,SOLTEIRO(A),MODERADO
632,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
633,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
634,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
635,UNIÃO ESTÁVEL,AGRESSIVO
636,SOLTEIRO(A),AGRESSIVO
637,SOLTEIRO(A),AGRESSIVO
638,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
639,SOLTEIRO(A),AGRESSIVO
640,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
641,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
642,SOLTEIRO(A),AGRESSIVO
643,SOLTEIRO(A),MODERADO
644,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
645,SOLTEIRO(A),AGRESSIVO
646,UNIÃO ESTÁVEL,AGRESSIVO
647,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
648,SOLTEIRO(A),MODERADO
649,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
650,SOLTEIRO(A),MODERADO
651,DIVORCIADO(A),AGRESSIVO
652,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
653,UNIÃO ESTÁVEL,AGRESSIVO
654,SOLTEIRO(A),AGRESSIVO
655,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
656,DIVORCIADO(A),AGRESSIVO
657,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
658,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
659,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
660,DIVORCIADO(A),AGRESSIVO
661,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
662,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
663,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
664,SOLTEIRO(A),AGRESSIVO
665,DIVORCIADO(A),AGRESSIVO
666,SOLTEIRO(A),AGRESSIVO
667,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
668,UNIÃO ESTÁVEL,AGRESSIVO
669,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
670,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
671,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
672,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
673,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
674,SOLTEIRO(A),MODERADO
675,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
676,SOLTEIRO(A),AGRESSIVO
677,SOLTEIRO(A),AGRESSIVO
678,SOLTEIRO(A),AGRESSIVO
679,SOLTEIRO(A),AGRESSIVO
680,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
681,SOLTEIRO(A),AGRESSIVO
682,SOLTEIRO(A),AGRESSIVO
683,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
684,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
685,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
686,SOLTEIRO(A),MODERADO
687,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
688,SOLTEIRO(A),MODERADO
689,SOLTEIRO(A),AGRESSIVO
690,SOLTEIRO(A),MODERADO
691,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
692,SOLTEIRO(A),AGRESSIVO
693,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
694,SOLTEIRO(A),AGRESSIVO
695,SOLTEIRO(A),AGRESSIVO
696,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
697,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
698,DIVORCIADO(A),MODERADO
699,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
700,SOLTEIRO(A),AGRESSIVO
701,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
702,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
703,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
704,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
705,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
706,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
707,SOLTEIRO(A),AGRESSIVO
708,SOLTEIRO(A),AGRESSIVO
709,SOLTEIRO(A),AGRESSIVO
710,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
711,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
712,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
713,SOLTEIRO(A),AGRESSIVO
714,DIVORCIADO(A),AGRESSIVO
715,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
716,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
717,SOLTEIRO(A),AGRESSIVO
718,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
719,SOLTEIRO(A),MODERADO
720,SOLTEIRO(A),AGRESSIVO
721,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
722,DIVORCIADO(A),AGRESSIVO
723,SOLTEIRO(A),AGRESSIVO
724,SOLTEIRO(A),AGRESSIVO
725,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
726,DIVORCIADO(A),AGRESSIVO
727,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
728,SOLTEIRO(A),AGRESSIVO
729,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
730,SOLTEIRO(A),AGRESSIVO
731,SOLTEIRO(A),AGRESSIVO
732,SOLTEIRO(A),AGRESSIVO
733,SOLTEIRO(A),AGRESSIVO
734,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
735,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
736,SOLTEIRO(A),AGRESSIVO
737,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
738,UNIÃO ESTÁVEL,AGRESSIVO
739,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
740,SOLTEIRO(A),AGRESSIVO
741,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
742,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
743,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
744,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
745,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
746,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
747,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
748,SOLTEIRO(A),AGRESSIVO
749,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
750,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
751,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
752,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
753,DIVORCIADO(A),AGRESSIVO
754,SOLTEIRO(A),CONSERVADOR
755,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
756,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
757,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
758,SOLTEIRO(A),MODERADO
759,SOLTEIRO(A),MODERADO
760,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
761,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
762,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
763,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
764,SOLTEIRO(A),AGRESSIVO
765,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
766,SOLTEIRO(A),AGRESSIVO
767,DIVORCIADO(A),AGRESSIVO
768,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
769,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
770,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
771,SOLTEIRO(A),AGRESSIVO
772,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
773,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
774,SOLTEIRO(A),AGRESSIVO
775,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
776,SOLTEIRO(A),MODERADO
777,SOLTEIRO(A),AGRESSIVO
778,SOLTEIRO(A),AGRESSIVO
779,UNIÃO ESTÁVEL,AGRESSIVO
780,SOLTEIRO(A),AGRESSIVO
781,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
782,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
783,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
784,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
785,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
786,UNIÃO ESTÁVEL,AGRESSIVO
787,CASADO(A) COM BRASILEIRO(A) NATURALIZADO,AGRESSIVO
788,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
789,SOLTEIRO(A),AGRESSIVO
790,SOLTEIRO(A),AGRESSIVO
791,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
792,DIVORCIADO(A),AGRESSIVO
793,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
794,SOLTEIRO(A),AGRESSIVO
795,UNIÃO ESTÁVEL,AGRESSIVO
796,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
797,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
798,SOLTEIRO(A),AGRESSIVO
799,SOLTEIRO(A),AGRESSIVO
800,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
801,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
802,SOLTEIRO(A),MODERADO
803,SOLTEIRO(A),AGRESSIVO
804,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
805,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
806,SOLTEIRO(A),AGRESSIVO
807,SOLTEIRO(A),MODERADO
808,SOLTEIRO(A),AGRESSIVO
809,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
810,UNIÃO ESTÁVEL,AGRESSIVO
811,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
812,SOLTEIRO(A),AGRESSIVO
813,UNIÃO ESTÁVEL,MODERADO
814,CASADO(A) COM BRASILEIRO(A)  NATO(A),NÃO INFORMADO
815,SOLTEIRO(A),AGRESSIVO
816,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
817,SOLTEIRO(A),AGRESSIVO
818,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
819,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
820,SOLTEIRO(A),AGRESSIVO
821,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
822,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
823,SOLTEIRO(A),AGRESSIVO
824,SOLTEIRO(A),AGRESSIVO
825,SOLTEIRO(A),MODERADO
826,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
827,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
828,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
829,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
830,SOLTEIRO(A),MODERADO
831,SOLTEIRO(A),AGRESSIVO
832,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
833,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
834,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
835,SOLTEIRO(A),AGRESSIVO
836,DIVORCIADO(A),AGRESSIVO
837,UNIÃO ESTÁVEL,AGRESSIVO
838,SOLTEIRO(A),AGRESSIVO
839,SOLTEIRO(A),AGRESSIVO
840,SOLTEIRO(A),AGRESSIVO
841,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
842,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
843,SOLTEIRO(A),AGRESSIVO
844,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
845,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
846,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
847,SOLTEIRO(A),AGRESSIVO
848,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
849,SOLTEIRO(A),AGRESSIVO
850,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
851,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
852,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
853,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
854,SOLTEIRO(A),MODERADO
855,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
856,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
857,SOLTEIRO(A),AGRESSIVO
858,SOLTEIRO(A),MODERADO
859,SOLTEIRO(A),AGRESSIVO
860,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
861,SOLTEIRO(A),AGRESSIVO
862,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
863,SOLTEIRO(A),AGRESSIVO
864,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
865,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
866,SOLTEIRO(A),MODERADO
867,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
868,CASADO(A) COM BRASILEIRO(A) NATURALIZADO,MODERADO
869,SOLTEIRO(A),AGRESSIVO
870,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
871,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
872,UNIÃO ESTÁVEL,AGRESSIVO
873,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
874,SOLTEIRO(A),AGRESSIVO
875,DIVORCIADO(A),AGRESSIVO
876,SOLTEIRO(A),AGRESSIVO
877,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
878,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
879,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
880,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
881,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
882,SOLTEIRO(A),MODERADO
883,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
884,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
885,SOLTEIRO(A),AGRESSIVO
886,DIVORCIADO(A),AGRESSIVO
887,VIUVO(A),MODERADO
888,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
889,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
890,SOLTEIRO(A),AGRESSIVO
891,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
892,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
893,SOLTEIRO(A),AGRESSIVO
894,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
895,SOLTEIRO(A),AGRESSIVO
896,SOLTEIRO(A),AGRESSIVO
897,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
898,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
899,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
900,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
901,DIVORCIADO(A),AGRESSIVO
902,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
903,CASADO(A) COM ESTRANGEIRO(A),AGRESSIVO
904,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
905,VIUVO(A),AGRESSIVO
906,CASADO(A) COM BRASILEIRO(A)  NATO(A),MODERADO
907,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
908,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
909,CASADO(A) COM BRASILEIRO(A)  NATO(A),AGRESSIVO
910,SOLTEIRO(A),MODERADO
